,Posted Date,Letter Issue Date,Company Name,Issuing Office,Subject,Response Letter,Closeout Letter,URL: ,Warning Codes: 
791,09/27/2022,09/09/2022,System Kosmetik Produktionsgesellschaft fur kosmetische Gmbh,Center for Drug Evaluation and Research | CDER,CGMP/Finished Pharmaceuticals/Adulterated,,,,
792,09/27/2022,09/15/2022,"Med Pen Concepts, LLC",Center for Devices and Radiological Health,CGMP/QSR/Medical Devices/Adulterated/Misbranded,,,,
793,09/27/2022,09/22/2022,Vapeoholic LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
794,09/27/2022,09/22/2022,GN Tobacco Sweden AB d/b/a White Fox USA,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
795,09/27/2022,09/23/2022,"Muscle Sports Products, LLC",Office of Human and Animal Food Operations East – Division 1,Unapproved New Drugs/Misbranded,,,,
796,09/27/2022,08/17/2022,"Zhejiang Tianyu Pharmaceutical Co., Ltd.",Center for Drug Evaluation and Research | CDER,CGMP/Active Pharmaceutical Ingredient (API)/Adulterated,,,,
797,09/27/2022,09/20/2022,Mena Produce LLC,Division of Southwest Imports,Foreign Supplier Verification Program (FSVP),,,,
798,09/27/2022,09/02/2022,El Salvador Products Inc,Division of Southwest Imports,Foreign Supplier Verification Program (FSVP),,,,
799,09/27/2022,09/27/2022,Ecig Vapor Juice Store,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
800,09/29/2022,09/28/2022,Bespoke Apothecary LLC,Center for Drug Evaluation and Research | CDER,Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19),,,,
801,09/29/2022,09/29/2022,American Legends Eliquid,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
802,09/29/2022,09/29/2022,La Crosse Smokes 4 Less 1 Inc. d/b/a SMOKES 4 LESS,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
803,10/04/2022,08/05/2022,Flawless Beauty and Skin,Center for Devices and Radiological Health,Investigational Device Exemptions (IDE)/Premarket Approval Application (PMA) Adulterated Device,,,,
804,10/04/2022,09/27/2022,"Sterling Pharmaceutical Services, LLC",Division of Pharmaceutical Quality Operations III,CGMP/Finished Pharmaceuticals/Adulterated,,,,
805,10/04/2022,10/04/2022,Dell Vapers,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
806,10/06/2022,10/06/2022,"EVO Brands, LLC and PVG2, LLC d/b/a Puff Bar",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
807,10/06/2022,10/06/2022,Vital Vapers LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
808,10/06/2022,10/06/2022,WillyAnjel Enterprises LLC dba Emote Vapes,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
809,10/11/2022,09/29/2022,Lite-Up Anywhere Ltd.,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
810,10/11/2022,10/03/2022,Legacy Pharmaceutical Packaging LLC,Division of Pharmaceutical Quality Operations III,CGMP/Finished Pharmaceuticals/Adulterated,,,,
811,10/11/2022,08/01/2022,"DF Global, Inc.",Division of West Coast Imports,Foreign Supplier Verification Program (FSVP),,,,
812,10/11/2022,10/05/2022,Eksa Mills S.A. de C.V.,Center for Drug Evaluation and Research | CDER,CGMP/Finished Pharmaceuticals/Adulterated,,,,
813,10/11/2022,09/12/2022,C. Liberatore LLC,Division of Northeast Imports,Foreign Supplier Verification Program (FSVP),,,,
814,10/11/2022,09/26/2022,Vero USA Corporation,Division of Northeast Imports,Foreign Supplier Verification Program (FSVP),,,,
815,10/13/2022,10/13/2022,Vital Vapers LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
816,10/13/2022,10/13/2022,"Juicemafia, Inc. d/b/a Ecig-Works",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
817,10/14/2022,10/14/2022,B&G Trading LLC dba VaportechUSA,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
818,10/18/2022,09/20/2022,South Pork Ranch Equipment LLC,Center for Veterinary Medicine,Unapproved New Animal Drug/Adulterated,,,,
819,10/18/2022,10/05/2022,"Beijing Xinggu Lvsan Technology Co., Ltd. Formerly known as Beijing Lvsan Technology Co., Ltd.",Center for Drug Evaluation and Research | CDER,CGMP/Finished Pharmaceuticals/Adulterated/Unapproved New Drug/Misbranded,,,,
820,10/18/2022,09/30/2022,Tobacco Paradise LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
821,10/18/2022,09/06/2022,American Cleaning Solutions,Division of Pharmaceutical Quality Operations I,CGMP/Finished Pharmaceuticals/Adulterated,,,,
822,10/18/2022,04/20/2022,Thai Union Group PLC,Center for Food Safety and Applied Nutrition,Seafood HACCP/CGMP for Foods/Adulterated,,10/18/2022,,
823,10/18/2022,09/21/2022,Forcemech International LLC,Office of Medical Device and Radiological Health Division 3,CGMP/QSR/Medical Devices/Adulterated,,,,
824,10/19/2022,10/19/2022,Cloud Hempistry,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
825,10/19/2022,10/19/2022,Island Ecig & Vape Co,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
826,10/25/2022,10/17/2022,"Unit Dose Services, LLC",Center for Drug Evaluation and Research | CDER,Failure to Comply with Drug Listing Requirements,,12/27/2022,,
827,10/25/2022,09/26/2022,Advanced Cosmetic Research Laboratories Inc.,Division of Pharmaceutical Quality Operations IV,CGMP/Finished Pharmaceuticals/Adulterated/Unapproved New Drug,,,,
828,10/25/2022,10/19/2022,Nicotine River LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
829,10/25/2022,10/20/2022,Ragin’ Vapors,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
830,10/25/2022,09/30/2022,"El Gordo Spices, LLC",Division of Human and Animal Food Operations West III,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,,,,
831,10/25/2022,10/19/2022,RiteAid Corporation,Center for Drug Evaluation and Research | CDER,Failure to Comply with Drug Listing Requirements/Misbranded,,12/27/2022,,
832,10/25/2022,10/11/2022,Nephron SC Inc.,"Office of Pharmaceutical Quality Operations, Division II",CGMP/Finished Pharmaceuticals/Adulterated,,,,
833,10/25/2022,10/24/2022,Lakpura LLC,Center for Drug Evaluation and Research | CDER,Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19),,,,
834,10/26/2022,10/26/2022,"Juicemafia, Inc. d/b/a Ecig-Works",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
835,10/26/2022,10/26/2022,Juicemafia Inc. d/b/a ECIG-Works,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
836,10/26/2022,10/26/2022,180 Vape E-Cigs & Lounge,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
837,11/01/2022,08/08/2022,Bakkavor Foods USA Inc.,Office of Human and Animal Food Operations – East Division 3,"CGMP/Food/Prepared, Packed or Held Under Insanitary Conditions/Adulterated/L. monocytogenes",,,,
838,11/01/2022,10/18/2022,"Facema, LLC.",Division of Northeast Imports,Foreign Supplier Verification Program (FSVP),,,,
839,11/01/2022,10/05/2022,"Sovereign Pharmaceuticals, LLC","Office of Pharmaceutical Quality Operations, Division II",CGMP/Finished Pharmaceuticals/Adulterated,,,,
840,11/01/2022,10/18/2022,McConnell Labs Inc.,Division of Pharmaceutical Quality Operations IV,CGMP/Finished Pharmaceuticals/Adulterated,,,,
841,11/01/2022,09/21/2022,ARYZ Trading LLC,Division of Northern Border Imports,Foreign Supplier Verification Program (FSVP),,,,
842,11/01/2022,10/21/2022,"Nephron Pharmaceuticals Corporation dba Nephron Sterile Compounding Center, LLC","Office of Pharmaceutical Quality Operations, Division II",Compounding Pharmacy/Adulterated Drug Products,,,,
843,11/01/2022,08/23/2022,Minuti Coffee LLC,Division of Southwest Imports,Foreign Supplier Verification Program (FSVP),,,,
844,11/01/2022,10/28/2022,"Amazon.com, Inc.",Center for Drug Evaluation and Research | CDER,Finished Pharmaceuticals/Unapproved New Drug/Misbranded,,,,
845,11/01/2022,10/28/2022,Latin Foods Market,Center for Drug Evaluation and Research | CDER,Finished Pharmaceuticals/Unapproved New Drug/Misbranded,,,,
846,11/01/2022,10/28/2022,Walmart Inc.,Center for Drug Evaluation and Research | CDER,Finished Pharmaceuticals/Unapproved New Drug/Misbranded,,,,
847,11/01/2022,09/27/2022,Lupin Limited,Center for Drug Evaluation and Research | CDER,CGMP/Active Pharmaceutical Ingredient (API)/Adulterated,,,,
848,11/02/2022,11/01/2022,Alternative Health Distribution LLC d/b/a CannaAid,Center for Drug Evaluation and Research | CDER,Unapproved and Misbranded Product Related to Coronavirus Disease 2019 (COVID-19),,,,
849,11/03/2022,11/03/2022,"Vape King, Inc",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
850,11/03/2022,11/03/2022,"Rogue Vapers, LLC",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
851,11/03/2022,11/03/2022,Juicemafia Inc. d/b/a ECIG-Works,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
852,11/03/2022,11/03/2022,Cloud X Vapes Forest Lake LLC d/b/a CloudXVapes,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
853,11/08/2022,10/31/2022,Abraxis Bioscience LLC,Center for Drug Evaluation and Research | CDER,CGMP/Finished Pharmaceuticals/Adulterated,,,,
854,11/08/2022,07/12/2022,NatureLab Corp.,Division of Pharmaceutical Quality Operations II,CGMP/Dietary Supplement/Adulterated,,,,
855,11/08/2022,10/28/2022,Vape Crusades,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
856,11/08/2022,11/03/2022,"The Anthos Group, Inc.",Center for Drug Evaluation and Research | CDER,Refusal to Provide Access to and Copying of Records,,,,
857,11/08/2022,09/06/2022,"Third Synthesis Inc., dba Chicago Sweet Connections, Inc.",Division of Human and Animal Food Operations East VI,"CGMP/Manufacturing, Packing or Holding Human Food/Adulterated/Insanitary Conditions",,,,
858,11/08/2022,11/02/2022,"Omega & Delta Co., Inc.",Division of Pharmaceutical Quality Operations II,CGMP/Finished Pharmaceuticals/Adulterated,,,,
859,11/09/2022,11/09/2022,E-Cig POD USA LLC d/b/a e-cig POD,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
860,11/10/2022,11/10/2022,"Juice Mafia, Inc. dba Ecig-Works",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
861,11/10/2022,11/10/2022,Honest Living Vape Shoppe & Apothecary,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
862,11/14/2022,11/14/2022,One Stop VAPE Shop #3 - Grove,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
863,11/15/2022,11/04/2022,EC Vapor LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
864,11/15/2022,10/18/2022,HolleHippos LLC,Division of Southeast Imports,Foreign Supplier Verification Program (FSVP),,,,
865,11/15/2022,11/10/2022,"Cali Steam, LLC",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
866,11/15/2022,10/26/2022,Lucero Produce II Corp.,Division of Northeast Imports,Foreign Supplier Verification Program (FSVP),,,,
867,11/16/2022,11/16/2022,Ruthless Vapor Corporation,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
868,11/16/2022,11/16/2022,"Shenzhen Fumot Technology Co., Ltd.",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
869,11/16/2022,11/16/2022,Wizman Limited d/b/a Wizvapor,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
870,11/16/2022,11/16/2022,"Shenzhen Quawins Technology Co., Ltd",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
871,11/16/2022,11/16/2022,Moti Global,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
872,11/16/2022,11/16/2022,Smoke N Vape Inc.,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
873,11/17/2022,11/14/2022,Essential Elements,Center for Food Safety and Applied Nutrition (CFSAN),New Drug/Misbranded,,,,
874,11/17/2022,11/14/2022,iwi,Center for Food Safety and Applied Nutrition (CFSAN),New Drug/Misbranded,,,,
875,11/17/2022,11/14/2022,BergaMet North America LLC,Center for Food Safety and Applied Nutrition (CFSAN),New Drug/Misbranded,,,,
876,11/17/2022,11/14/2022,"Healthy Trends Worldwide, LLC",Center for Food Safety and Applied Nutrition (CFSAN),New Drug/Misbranded,,,,
877,11/17/2022,11/14/2022,Chambers' Apothecary,Center for Food Safety and Applied Nutrition (CFSAN),New Drug/Misbranded,,,,
878,11/17/2022,11/14/2022,"Calroy Health Sciences, LLC",Center for Food Safety and Applied Nutrition (CFSAN),New Drug/Misbranded,,,,
879,11/17/2022,11/14/2022,Anabolic Laboratories Inc,Center for Food Safety and Applied Nutrition (CFSAN),New Drug/Misbranded,,,,
880,11/17/2022,11/17/2022,Vapor Dynasty LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
881,11/21/2022,11/16/2022,"Infusionz, LLC",Center for Food Safety and Applied Nutrition (CFSAN),Unapproved New Drugs/Misbranded/Cannabidiol (CBD) Products,,,,
882,11/21/2022,11/16/2022,Newhere Inc dba CBDFX,Center for Food Safety and Applied Nutrition (CFSAN),Unapproved New Drugs/Misbranded/Cannabidiol (CBD) Products,,,,
883,11/21/2022,11/16/2022,11-11-11 Brands,Center for Food Safety and Applied Nutrition (CFSAN),Unapproved New Drugs/Misbranded/Cannabidiol (CBD) Products,,,,
884,11/21/2022,11/16/2022,Naturally Infused LLC,Center for Food Safety and Applied Nutrition (CFSAN),Unapproved New Drugs/Misbranded/Cannabidiol (CBD) Products,,,,
885,11/21/2022,11/16/2022,"CBD American Shaman, LLC",Center for Food Safety and Applied Nutrition (CFSAN),Unapproved New Drugs/Misbranded/Cannabidiol (CBD) Products,,,,
886,11/22/2022,11/09/2022,"Invitrx Therapeutics, Inc.",Division of Biological Products Operations II,"Deviations/CFR/Regulations for Human Cells, Tissues & Cellular Products (HCT/Ps)",,,,
887,11/22/2022,10/19/2022,Pepe’s Foods Inc.,Division of West Coast Imports,Foreign Supplier Verification Program (FSVP),,,,
888,11/22/2022,09/20/2022,Effingham Equity,Division of Human and Animal Food Operations East VI,CGMP/Medicated Feeds/Adulterated,,,,
889,11/22/2022,11/14/2022,yourtramadol.com,Center for Drug Evaluation and Research | CDER,Finished Pharmaceuticals/Unapproved New Drug/Misbranded,,,,
890,11/22/2022,11/14/2022,goodimmuno.com,Center for Drug Evaluation and Research | CDER,Finished Pharmaceuticals/Unapproved New Drug/Misbranded,,,,
891,11/22/2022,11/07/2022,K2 Trading Inc.,Division of Northeast Imports,Foreign Supplier Verification Program (FSVP),,,,
892,11/22/2022,11/14/2022,"The Truth Company, LLC",Division of Human and Animal Food Operations West IV,New Drug/Misbranded,,,,
893,11/22/2022,10/18/2022,"Rosebud's Ranch and Garden, LLC",Division of Human and Animal Food Operations East V,New Drug/Misbranded,,,,
894,11/22/2022,09/23/2022,The Ben Heggy Candy Company,Division of Human and Animal Food Operations East V,"CGMP/Manufacturing, Packing or Holding Human Food/Adulterated/Insanitary Conditions",,,,
895,11/22/2022,09/07/2022,"The Bonami Baking Company, Inc.",Division of Human and Animal Food Operations West V,"CGMP/Manufacturing, Packing or Holding Human Food/Adulterated/Insanitary Conditions",,,,
896,11/22/2022,11/04/2022,"Winfrey's Olde English Fudge, Inc.",Division of Human and Animal Food Operations East I,"CGMP/Manufacturing, Packing or Holding Human Food/Adulterated/Insanitary Conditions",,,,
897,11/22/2022,10/27/2022,Happy Sprout Inc.,Division of Human and Animal Food Operations East II,"CGMP/Manufacturing, Packing or Holding Human Food/Adulterated/Insanitary Conditions",,,,
898,11/29/2022,11/10/2022,Vapor Plus OK LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,https://www.fda.gov//inspections-compliance-enforcement-and-criminal-investigations/warning-letters/vapor-plus-ok-llc-646225-11102022,[]
899,11/29/2022,11/18/2022,"""David M. Lubeck, M.D./Arbor Centers for EyeCare",Center for Drug Evaluation and Research | CDER,Clinical Investigator (Sponsor) ,,,,
900,11/29/2022,06/01/2022,"Jam Jam Services, Inc.",Division of Southeast Imports,Foreign Supplier Verification Program (FSVP),,,,
901,11/29/2022,09/19/2022,La Serranita Import and Export LLC,Division of Northeast Imports,Foreign Supplier Verification Program (FSVP),,,,
902,11/29/2022,11/09/2022,J R Imports LLC,Division of Southwest Imports,Foreign Supplier Verification Program (FSVP),,,,
903,11/29/2022,09/01/2022,Shuzy Rock Inc.,Division of Pharmaceutical Quality Operations I,CGMP/Finished Pharmaceuticals/Adulterated,,,,
904,11/30/2022,11/30/2022,Jayde's Vapor Lounge,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,https://www.fda.gov//inspections-compliance-enforcement-and-criminal-investigations/warning-letters/jaydes-vapor-lounge-645085-11302022,[]
